concept	concept_name
C0220650	Metastatic malignant neoplasm to brain
C0225832	Structure of auricular appendage
C0020860	Immunoglobulin IgG4
C0023319	Intraocular lens implant device
C0149516	Chronic sinusitis
C0002736	Amyotrophic Lateral Sclerosis
C0140145	APEX1 protein, human
C0230178	Structure of right lower quadrant of abdomen
C0443301	Sequestration
C0925969	Right maxilla
C1836542	Depressed nasal bridge
C0030446	Paralytic Ileus
C0227130	Tooth Socket
C0332253	Evolving
C1456803	Ultrasonics (sound)
C0343263	Chondrolysis of articular cartilage
C0015491	factor IX
C0022917	Lactate Dehydrogenase
C0444708	Radiographic
C0021610	Inspiratory Capacity
C0222032	Spur (body structure)
C0040457	Tooth, Supernumerary
C0015806	Femoral Neck Fractures
C0226674	Structure of posterior branch of superior right pulmonary vein
C0751533	Hygroma, Subdural
C0149640	Cecum Carcinoma
C0229743	Infraclavicular lymph node group
C1332560	Bladder Leiomyoma
C0439775	Elevation procedure
C0552406	Longest Diameter
C0032911	praziquantel
C0027059	Myocarditis
C0545406	Abutment
C1879746	Aspect (characteristic)
C0449744	Direction of flow
C0923935	Left trigeminal nerve
C0587044	Left ventricular thrombus
C0333033	Fecalith
C0024688	Mandibular Condyle
C0004457	Axis vertebra
C0221908	Epithelial
C0266035	Enamel pearls
C0796392	bevacizumab
C0034088	Pulmonary Valve Insufficiency
C0394699	Brachial plexus block by supraclavicular approach
C3809768	IMMUNODEFICIENCY 13
C0521346	respiratory
C0431718	Multiple renal cysts
C0448622	Tendon of adductor longus
C0039538	Teratoma
C0001565	Sublingual Route of Drug Administration
C0575170	Cervical kyphosis
C0750831	small bowel ileus
C0588207	Bone structure of distal radius
C3178999	Bone Anteversion
C0332287	In addition to
C0021398	Economic Inflation
C0036624	Semilunar Bone
C0031847	physiopathological
C0019569	Hirschsprung Disease
C0020452	Hyperemia
C0267156	Emphysematous gastritis
C3831472	Arterial Hypervascularization
C0010280	Craniotomy
C0476273	Respiratory distress
C0221093	Hypodermic Needles
C0578122	Embolization of portal vein
C0085648	Synovial Cyst
C1304890	Enteral
C0230196	Linea semilunaris
C0205370	Unspecified
C4331231	Recurrent Primary Malignant Neoplasm
C0555895	Intercostal drain
C0232308	P pulmonale by EKG (finding)
C0013343	Dyes
C0206630	Endometrial Stromal Sarcoma
C4748951	Right diaphragmatic hernia
C2986562	Spiculated Mass
C0036270	Scalp structure
C0226751	Structure of pancreaticoduodenal vein
C0205297	Nodular (qualifier value)
C3897657	Sample Size Calculation
C0014854	Esophageal diverticulum
C1264124	Pelvic lymphadenopathy
C0012797	Diuresis
C3163960	Mass of abdominal cavity structure
C0225808	Right side of heart
C0225701	Structure of hilum of lung
C0027437	Nasolacrimal duct structure
C0034050	Pulmonary Alveolar Proteinosis
C1333381	Encapsulated Mass
C0581603	Revascularization - action
C0002996	Angioplasty, Balloon
C0534519	Caspase-1
C0225569	Left vocal cord
C1184338	Lateral part of left cheek
C0230273	Pelvic viscus
C0020823	ifosfamide
C3489631	Volumetric-Modulated Arc Therapy
C2205377	small right kidney
C2346836	apatinib
C2610480	trabecula formation
C0277825	Bone sequestrum
C4025060	Peg-shaped maxillary lateral incisors
C0020164	Bone structure of humerus
C0398357	Ductus arteriosus aneurysm
C0019825	Hoarseness
C0038532	Structure of subclavian vein
C0238093	Stenosis of duodenum
C0025062	Mediastinal Emphysema
C0231819	Air trapping
C0456388	Blood product
C0205448	Two
C1555577	arrival - ActRelationshipType
C0596790	interstitial
C0398035	Arterial anastomosis procedure
C3821172	lateral cell cortex
C0342418	Hypothalamic hamartomas
C0504817	Left bronchial artery
C0493501	SPACER, CEMENT
C2016032	Cyst of right ovary
C0032720	Surgical Portosystemic Shunt
C0332260	Compressing (action)
C0004708	Balloon Valvuloplasty
C1293132	Anchoring procedure
C4703461	Saccular aortic arch aneurysm
C0005775	Blood Circulation
C0010031	Cornea
C0235833	Congenital diaphragmatic hernia
C0231218	Malaise
C0222771	Body of sternum
C0521102	Interferes with
C0040132	Thyroid Gland
C0018283	Epiphysial cartilage
C0230318	Right inguinal region
C0026608	Motor Endplate
C1522492	Formation
C0449434	Femoral component
C1449563	Cardiomyopathy, Familial Idiopathic
C0549109	Plantar fascia structure
C1388233	Aneurysm of descending thoracic aorta
C1963703	Knee region structure
C0225166	Structure of anterior talofibular ligament
C0347646	Perforation of colon
C0443334	Uncomplicated
C0016059	Fibrosis
C0026010	Microphthalmos
C0016315	Fluorescence
C0503402	Segmental pulmonary artery
C0917927	Breast-Conserving Surgery
C0005745	Blepharoptosis
C0044609	1-piperidinocyclohexanecarbonitrile
C0265783	Congenital hypoplasia of lung
C0042510	Ventricular Fibrillation
C0030123	4-aminohippuric acid
C1323109	Semicircular duct structure
C0227638	Structure of perirenal fat
C0520532	Subcutaneous hematoma
C0041408	Turner Syndrome
C0179302	Binder, device
C0237047	Uterus normal
C3821204	ventral disc
C0521352	subglottic
C0025056	Median eminence of hypothalamus
C0226754	Structure of inferior mesenteric vein
C0311392	Physical findings
C0002921	Local anesthesia
C1848873	Abnormality of the diaphragm
C0738620	Left hemiscrotum
C0008476	Chondromatosis, Synovial
C1547120	Room - Patient location type
C0936234	Computed Tomography Scanning Systems
C0230165	Upper abdomen (surface region)
C0582816	Superior oblique muscle structure
C0190010	Fontan Procedure
C0221354	Frontal bossing
C0022346	Icterus
C0004754	barium sulfate
C0040480	Musculoskeletal torsion, function
C0449381	Observation parameter
C0030296	pancreatic juice
C0225696	Structure of acinus of lung
C0225219	Structure of prevertebral layer of cervical fascia
C0816323	Left humerus
C0226263	Structure of thyrocervical trunk
C0206061	Pneumonia, Interstitial
C0179802	Urinary catheter
C4085199	Externalized Heart <Experimental Organism>
C0023885	Liver Abscess
C0059735	Cytochrome P-450 CYP1A1
C2986840	Zoom Factor
C0002716	Amyloid
C0003499	Supravalvular aortic stenosis
C0018564	Hand deformities
C0241231	splenomegaly massive
C0229889	Lymphatic vessel
C0040408	Tongue
C0376209	Individual Adjustment
C0221757	alpha 1-Antitrypsin Deficiency
C0085195	Shadowing (Histology)
C0735437	Left acetabulum
C0302148	Blood Clot
C0029446	Osteonectin
C0031164	Permeability
C1851611	Thickened cortices
C2827412	Distant Intracranial Metastasis
C0226362	Structure of right common iliac artery
C0008733	Chylothorax
C0175695	Sotos' syndrome
C4081854	High intensity
C0035070	Renal Circulation
C0014522	Epidermodysplasia Verruciformis
C3897344	Transnasal
C0019116	Hemostatic function
C0227544	Structure of fundus of gallbladder
C0205252	Immature
C0155241	Lacrimal mucocele
C0029401	Osteitis Deformans
C0588200	Bone structure of distal tibia
C0006751	Calibration
C0025990	Micrognathism
C1708056	Fiducial
C0042484	Venous Engorgement
C0279492	Antiandrogen therapy
C0043303	X-Ray Film
C0235884	Perforation of stomach
C0447562	Mesorectum
C1335761	Honeycomb Pattern
C0026847	Spinal Muscular Atrophy
C1180212	Surface of skin
C0018021	Goiter
C0026639	Oral mucous membrane structure
C0229985	Surgical margins
C0149863	Sigmoid volvulus
C1707491	Consecutive
C0001613	Adrenal Cortex
C0546884	Hypovolemia
C0015450	Face
C0158454	Malunited Fracture
C0205263	Induce (action)
C0178602	Dosage
C0230042	Structure of fossa of cranial cavity
C1265885	Diffuse calcium deposition
C0223932	Structure of neck of talus
C0023092	Lassa Fever
C2325800	Bone of mandible
C0475013	Duodenal hematoma
C1512950	Intrahepatic Portion of the Left Hepatic Duct
C0005874	Blushing
C0332241	Equivocal
C0223921	Calcaneal tubercle structure
C4743699	Internal Orifice Area
C0520720	Tarlov Cysts
C4302506	Neutral neck position
C1522382	Animal Tarsus
C0230131	Posterior chest wall
C0032624	Polyvinyl Chloride
C4476998	Frog-leg posture
C0031099	Periodontitis
C0408670	Decompression of spinal cord
C0034518	Structure of radial nerve
C1518875	Pancreatic Serous Neoplasm
C0544791	Inflammatory fistula
C0439385	beats per minute
C0013218	Combination Drug Therapy
C1744565	Muscle of anterior abdominal wall
C0344911	Left cardiac ventricular dilatation
C0332520	Circumference
C0281839	Rupture of esophagus
C0023895	Liver diseases
C0039418	sodium pertechnetate Tc 99m
C0442874	Neuropathy
C0224249	Pronator teres muscle structure
C0010709	Cyst
C1265788	Daughter cyst
C0265342	Cerebrocostomandibular Syndrome
C0857180	Lower Ribs Pain
C0734003	Wall of ileum
C0179686	Orthopedic Cast
C0226364	Structure of internal iliac artery
C0221690	Syndesmophyte
C0014901	Esthetics (discipline)
C0017145	Gastric Varix
C0332243	Ridging
C0205111	Apical
C0036091	Sialolithiasis
C0002630	Structure of amnion
C0020191	Hyalin
C1744589	Structure of medial cutaneous nerve of forearm
C0747639	Loculated pleural effusion
C0205826	Lumbar plexus structure
C0226328	Structure of middle colic artery
C4025125	Diffuse cerebral calcification
C0079321	External Fixation Devices
C0278314	Nephrostomy (procedure)
C0231467	Twisted
C3898701	Intraparenchymal Route of Administration
C0238198	Gastrointestinal Stromal Tumors
C0180504	Drapes (device)
C2262860	annulus
C0017547	Gigantism
C1512957	Intramedullary Route of Drug Administration
C1292732	Investigates
C0020608	Hypodontia
C0442161	Perinephric
C0824819	Distal metaphysis
C0521443	Structure of lateral abdominal wall
C0447373	Distal tooth root
C0037929	Spinal Cord Injuries
C0018823	Heart Transplantation
C0087153	Ventilator - respiratory equipment
C0013778	Electric Countershock
C0334285	Bile duct cystadenoma
C1310550	glutamate carboxypeptidase II, human
C4020965	Cardiac diverticulum
C0025552	Metals
C0228243	Lateral occipitotemporal gyrus
C0231447	amputated
C0522014	erect
C0238767	Bilateral
C0013404	Dyspnea
C0426799	Congenital hypoplasia of clavicle
C0028101	niobium
C0266929	Chronic Periodontitis
C3192263	vemurafenib
C5139169	Air crescent sign
C0030554	Paresthesia
C1705192	Seeding
C0037073	Sigmoid Neoplasms
C0027832	Neurofibromatosis 2
C0026874	Mustard Gas
C0020880	Ileocecal Valve
C0000768	Congenital Abnormality
C0006382	Bundle of His
C0439663	Infected
C0223739	Structure of triangular bone
C2678323	C2-C3 subluxation
C0007281	Structure of carotid sinus
C0012559	Diphtheria-Tetanus-Pertussis Vaccine
C5209226	Periarticular soft-tissue mass
C0205177	Active
C0223155	Body of fifth cervical vertebra
C0234233	Sore to touch
C0719068	CRM chromium picolinate
C0205082	Severe (severity modifier)
C0857210	dead fetus
C0242855	Congenital atresia of pulmonary valve
C0226514	Structure of deep vein
C0595816	Paravertebral route
C0006660	Physiologic calcification
C0185060	Crushing procedure
C0242698	Ventricular Dysfunction, Left
C1856923	Double-layered patella
C0021870	Intracerebral hematoma
C0518959	Left atrial myxoma
C1527336	Sjogren's Syndrome
C0042459	Superior vena cava structure
C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS
C4021142	Supramitral ring
C1140618	Upper Extremity
C0009421	Comatose
C0746922	Anatomic Node
C0019154	Hepatic Vein Thrombosis
C4086563	Malrotated
C0022116	Ischemia
C0205407	Loose
C0205314	New
C0442064	Right upper segment
C1516698	Collection (action)
C0444660	Anatomic Plane
C0222600	Right breast
C1710016	Satellite Nodule
C0015927	Fetal Death
C0270774	Myelomalacia
C0588058	Abdominal lymph node group
C0013336	Dwarfism
C0229722	Structure of submandibular lymph node
C0266292	Congenital anomaly of the kidney
C0270629	Epidural Abscess
C4707055	Infuse
C3898757	Insignificant Disease by ECG Finding
C0948106	Rupture of Membranes
C3670832	Mass of heart
C0029464	Osteosclerosis
C0229730	Structure of supraclavicular lymph node
C0181982	Spinal needle
C0205189	Borderline
C0205408	Vague
C0225326	fiber
C0341714	Lymphoma of kidney
C0748972	anti-Ro (SSA) measurement
C0442053	Ventral part
C0022664	Structure of medulla of kidney
C1298613	intracavitary
C0456180	Aortic Pressure
C0599554	endotracheal
C0205416	Multinodular
C0524637	Recognition, Psychology
C1535502	Bronchoalveolar Lavage
C2960799	Intrapericardial Route of Drug Administration
C4725372	Liquefied Medicinal Gas Dosage Form
C1179708	S5 innervation
C0333504	Focal necrosis
C0007272	Carotid Arteries
C0079218	Fibromatosis, Aggressive
C0278554	Recurrent Rectal Cancer
C2346652	Lead Placement
C0264734	Atrial dilatation
C0334574	Calcifying Epithelial Odontogenic Tumor
C0929185	Right upper hemithorax
C0040960	Tricuspid valve structure
C0042300	Valvular regurgitation
C0266766	Placenta Percreta
C0677897	Intrathecal Route of Drug Administration
C0152427	Polydactyly
C0024221	Lymphangioma
C4053804	Experimental Organism Luteinized Unruptured Follicle
C1264079	Anterior mediastinal lymphadenopathy
C0087111	Therapeutic procedure
C0223969	Bone structure of intermediate cuneiform
C1861218	Hypoplastic ilia
C1947915	crest - location
C0023556	levamisole
C0521111	Retarded
C1292825	Cerclage (procedure)
C0431384	Colpocephaly
C0016203	Flattened
C0021445	Inguinal canal structure
C0240715	Perineal lump
C0016622	Structure of fovea centralis
C1510802	Adherence (attribute)
C0009402	Colorectal Carcinoma
C1145640	Central venous catheter, device
C0001629	Adrenal Medulla
C0447070	Gastroepiploic Artery
C0521174	Microcalcification
C0524544	Occlusal Plane
C0224285	Extensor pollicis longus
C0686750	Well adult
C0010408	Cryosurgery
C0155843	Retropharyngeal Abscess
C0226027	Structure of aortic bifurcation
C0476306	Right iliac fossa pain
C0008325	Cholecystitis
C0206733	Strawberry nevus of skin
C1167121	DNA replication factor A complex location
C0734759	Upper pole, left kidney
C0035092	Structure of renal vein
C0039070	Syncope
C0034216	Pyonephrosis
C0189621	Injection of cardiovascular system
C0205321	Penetration
C0929188	Left lower hemithorax
C0012621	Body Fluid Discharge
C0018188	Granuloma
C0564405	Feeling relief
C0332575	Redness
C0230234	Structure of phrenicosplenic ligament
C0007776	Cerebral cortex
C0439242	milliliter
C0429524	Open angle
C0024485	Magnetic Resonance Imaging
C0587052	Hilar mass
C0442802	Excessive
C0020162	Humeral Fractures
C0741968	carotid
C0012817	Diverticulum
C0184909	Wedge resection - action
C0522505	Upstream
C0549207	Bone structure of spine
C0884358	Performed
C0069717	oxaliplatin
C0271000	Metallosis
C0224470	Peroneus brevis muscle structure
C0879220	CATHETER, VENTRICULAR
C0223645	Structure of anterior inferior iliac spine
C2673583	Intrathoracic stomach
C0205103	Intermediate
C1705160	III (suffix)
C0153677	Secondary malignant neoplasm of mediastinum
C0227458	Stensen's duct
C1882333	Periareolar
C0033377	Ptosis
C1521725	Pediatric
C1273519	Subdivision of (attribute)
C1176473	Pregnancy-Associated alpha 2-Macroglobulins
C4288420	Peak A Velocity
C0178913	Blood specimen
C0035561	Bone structure of rib
C0011373	Implantable dental prosthesis, device
C0555335	Fracture of olecranon
C0152030	Skin irritation
C2825978	Dental Intrusion
C0138318	Arginine Vasopressin-Neurophysin II Preproprotein
C0149721	Left Ventricular Hypertrophy
C1332602	Brachial Plexus Neoplasm
C0162342	Lentiform nucleus structure
C0332437	Morphology
C0584882	Infraspinatous muscle structure
C0041909	Upper gastrointestinal hemorrhage
C0040975	Triethylenemelamine
C0263854	Cervical arthritis
C3839077	Para-ovarian cyst
C0264576	Mediastinal shift
C1515300	Testicular Tissue
C0227472	Structure of submaxillary duct
C0205368	Sutured
C1264641	Percentile
C1883256	Systemic Chemotherapy
C0728942	Perforating wound
C1555430	Won
C0018821	Cardiac Surgery procedures
C0506969	Right external jugular vein
C0490618	CATHETER, STEERABLE
C0224838	Semimembranosus muscle bursa
C0443168	Cardiac activity
C0265101	Carotid artery occlusion
C0424295	Hyperactive behavior
C0223680	Bone structure of forearm
C0225148	Anterior tibiofibular ligament
C0233157	Cervical effacement
C1522204	Intraarticular Route of Drug Administration
C1571705	Follicle
C0240912	Vertical Talus
C0332271	Worsening pattern
C0149579	Structure of internal cerebral vein
C1140999	Contraction (finding)
C0446433	Level of the second lumbar vertebra
C0223492	First lumbar vertebra
C0027051	Myocardial Infarction
C0009410	Colostomy Procedure
C0300948	Caudal Regression Syndrome
C0332466	Fused structure
C1883685	Tubular Structures Present
C0446495	Periumbilical part of abdomen
C1880179	convoluted shape
C1855418	Thoracolumbar kyphosis
C0439855	Complex
C0431380	Cortical Dysplasia
C0037763	Spasm
C0040044	Thrombolytic Therapy
C0238457	Thrombosis of renal vein
C0010583	cyclophosphamide
C0447586	Trigone of bladder
C0155909	Abscess of mediastinum
C0238442	Pubic Symphysis Diastasis
C1512855	Interlobar
C0680251	Exclusion Criteria
C0230060	Structure of inferior wall of orbit
C0014168	Structure of endolymphatic sac
C0061928	GTPase-Activating Proteins
C0917996	Cerebral Aneurysm
C0037199	Sinusitis
C4720860	Hypoechoic nodule
C0262294	obex (region of wall of fourth ventricle)
C0878544	Cardiomyopathies
C0735694	Left iliac crest
C0022907	Lacrimal gland structure
C0038846	Supine Position
C0741847	Bypass
